104.0807222,30.6385556
104.08075,30.6385278
104.0807222,30.6385833
104.08075,30.6386389
104.0806944,30.6386667
104.0808333,30.6385833
104.0810278,30.6385556
104.0811389,30.6386389
104.0811667,30.6386389
104.0813333,30.6383333
104.0814167,30.638
104.0816389,30.6375278
104.0820833,30.6367778
104.0823333,30.6364167
104.0824722,30.6368056
104.0826389,30.6375833
104.0827222,30.6379722
104.0826944,30.638
104.0821111,30.6379167
104.0816944,30.6377778
104.0813611,30.6378611
104.081,30.6384167
104.0805,30.6390278
104.0803611,30.63925
104.0803611,30.63925
104.0822778,30.6401111
104.0825,30.6402222
104.0825,30.6402222
104.0825,30.6402222
104.0849444,30.6414444
104.0853333,30.6412778
104.0855833,30.6413333
104.0861389,30.6416944
104.0867222,30.6414722
104.0871667,30.641
104.0877778,30.6402778
104.0883056,30.6395278
104.08875,30.6386667
104.0890833,30.6378889
104.0894167,30.6367778
104.0896667,30.636
104.0898333,30.6350556
104.0893889,30.6340833
104.0888889,30.6329444
104.0885278,30.6321944
104.0880833,30.6312778
104.0875833,30.6302778
104.0871944,30.6296389
104.0866389,30.6295556
104.0854167,30.6295278
104.0845278,30.6293333
104.0839444,30.6290556
104.0832778,30.6285278
104.0827222,30.6278889
104.0821389,30.6273333
104.0816111,30.6275833
104.0809444,30.6280278
104.0800833,30.6285278
104.0794167,30.6289444
104.0791389,30.6289722
104.0790556,30.6291389
104.0791667,30.6293611
104.0793611,30.6298889
104.0797222,30.6304722
104.0800833,30.6303611
104.0805,30.6301944
104.0808056,30.6300833
104.0813889,30.6298611
104.0821944,30.6295556
104.0826667,30.6294167
104.0827778,30.6293611
104.0828056,30.6293333
104.0826944,30.6291944
104.0826389,30.6289722
104.0824167,30.6287222
104.0821944,30.6288333
104.0818611,30.6288889
104.0813611,30.6290278
104.0811111,30.6292222
104.08125,30.6295556
104.0814444,30.6299167
104.0810278,30.6300278
104.0803611,30.6301944
104.0799722,30.6303333
104.0798889,30.6306389
104.0801944,30.6312778
104.0805556,30.6320833
104.08075,30.6324722
104.0811111,30.6332222
104.0813889,30.6335556
104.0819444,30.6334167
104.0827778,30.6330833
104.0836667,30.6327778
104.08425,30.6325833
104.0851111,30.6322778
104.0858611,30.632
104.0861389,30.6318889
104.0865,30.63175
104.0870556,30.6315556
104.0873056,30.6318056
104.0875,30.6323056
104.0877222,30.63275
104.0879444,30.63325
104.0881944,30.6337778
104.0885,30.6344167
104.0880833,30.6347778
104.0875,30.635
104.087,30.6351667
104.0863056,30.6353611
104.0860556,30.6348333
104.0858889,30.6345
104.0855,30.6340278
104.0852222,30.6333611
104.0850278,30.6328333
104.0846667,30.6324444
104.0841944,30.6326111
104.0840556,30.6329722
104.0843056,30.6335833
104.0845556,30.6341111
104.0848333,30.6346944
104.0850278,30.6351389
104.0851944,30.6357222
104.0853056,30.6360556
104.0854444,30.6363056
104.0854167,30.6363056
104.0854722,30.6362778
104.0853889,30.6361944
104.0851667,30.63575
104.0850278,30.6351667
104.0848056,30.6348056
104.0841111,30.6350556
104.0838333,30.6350556
104.0836389,30.6345833
104.0832778,30.63375
104.0831111,30.6333611
104.0831111,30.63325
104.0831111,30.6332222
104.0831111,30.6332222
104.0830833,30.6332222
104.0830833,30.6332222
104.0830833,30.6332222
104.0830278,30.6332778
104.0830278,30.6334167
104.0832222,30.6337778
104.0832222,30.6339444
104.0828056,30.6341111
104.08275,30.6341389
104.0826944,30.6341944
104.0827222,30.6342222
104.0830278,30.6340833
104.0833333,30.6339722
104.0835556,30.6343889
104.0838333,30.6349167
104.08375,30.63525
104.0831667,30.6354167
104.0825,30.6356389
104.0821111,30.6356667
104.0818333,30.6350278
104.0814722,30.6341944
104.0812222,30.6336667
104.0809167,30.6336944
104.0804444,30.6338611
104.0799167,30.6340556
104.0795556,30.6343056
104.0796944,30.63475
104.0798611,30.6351111
104.0798333,30.6354444
104.0794722,30.636
104.07925,30.6363611
104.079,30.6366389
104.0784167,30.6363333
104.0781389,30.6362222
104.0781667,30.6361944
104.0781944,30.6361944
104.0785278,30.6363611
104.0788889,30.6365556
104.07925,30.6363333
104.0795,30.6358889
104.0798611,30.6353056
104.0798333,30.6350833
104.0795278,30.6351944
104.0789722,30.6354167
104.0783611,30.6356111
104.0780556,30.6357778
104.0778056,30.6360278
104.0772222,30.63575
104.0765833,30.6354722
104.0759722,30.6351667
